,name,description,price,area,type,subway,floor,year,region,object,dist,lease_amount
1088,"Продажа помещения 285.40 кв.м. ЮВАО ул. Пришвина, 18к1","Продажа готового арендного бизнеса в Выхино. Район плотной жилой застройки. Встроенно-пристроенное здание на первой линии домов. Отличные видовые характеристики. Реклама на фасаде. Парковка вдоль улицы.2 отдельных входа в помещения. Только 1-й этаж (без подвалов и антресолей). Высокие потолки (3,3 м). Зальная планировка. Большие окна.Стабильные арендаторы: сетевой супермаркет ""Мясновъ"" / ""Отдохни"" и салон красоты. Долгосрочные договоры аренды (февраль 2020г.). Помещение в собственности юридического лица, плательщика НДС. Документы готовы к сделке. Рассмотрим ваше ценовое предложение.",401 751,285.40 м2,Продажа,Выхино,1,1972,ЮВАО,помещение,,
1089,"Продажа помещения 131.30 кв.м. СЗАО ул. Митинская улица,, 23","Помещение зально-кабинетной планировки, расположенное на 1-м этаже жилого дома. Первая линия. Первый дом от метро. Помещение частично сдано в краткосрочную аренду. Возможна замена арендаторов. Перспективный арендный бизнес.",255 141,131.30 м2,Продажа,Митино,1,1998,СЗАО,помещение,1 мин.,
1090,"Продажа здания 2173.60 кв.м. ЦАО ул. Покровка, 3/7с1","Уникальное предложение! Продажа особняка. Площадь особняка 2173,6 кв. метра, свой двор с парковкой на 12 автомобилей. Особняк находится на одной из наиболее оживленных улиц Москвы, с очень с интенсивным автомобильным и пешеходным трафиком в 5 минутах ходьбы от метро Китай- город и Чистые пруды. В настоящее время особняк полностью сдан в аренду. Месячный арендный поток составляет 6 580 000 рублей в месяц. Первый этаж занимают два популярных ресторана: Так же есть неучтенная площадь мансарды – 750 кв. м., которую можно переделать под несколько представительских апартаментов - проект в разработке. Здание было выкуплено у города (первичная продажа) по 159 ФЗ. Стоимость здания такого класса в центре Москвы с подобным трафиком и арендным потоком составляет 7 000 $ US (продажа целого здания) – торг.Возможна продажа двух готовых ресторанов – первая линия, витрины, супер проходимость Площадь -  450 кв. м. первый этаж и 220  кв. м. подвал за 580 000 000 руб. – торг.Так же возможна продажа одного ресторана площадью 258 кв.м. – только первый этаж с витринами – два входа , полностью готовый и обособленный – цена 310 000 000 руб.",441 000,2173.60 м2,Продажа,Китай-город,1,до 1917,ЦАО,здание,,6 580 000 руб.
1091,"Продажа помещения 160 кв.м. ЮВАО б-р Жулебинский, 15","Помещение зальной планировки с витринными окнами, встроенно - пристроенное, на первой линии домов между м-н Пятерочка и пицерией ДоДоПица. Выполнен качественный ремонт в 2017г.. Возможно увеличение эл. мощности.",168 000,160.00 м2,Продажа,Лермонтовский проспект,1,,ЮВАО,помещение,7 мин.,
1092,Закрытая продажа помещения 806.70 кв.м СВАО,Торговое помещение под свой или арендный бизнес у метро на первой линии проспекта Мира. Два отдельных блока. Текущие арендаторы с - два сетевых банка. Детальная информация по телефону. Торг.,371 885,806.70 м2,Закрытая продажа,,1,1959,СВАО,помещение,,
1093,Закрытая продажа помещения 129.60 кв.м ЮАО,"Продажа нежилого помещения с готовым арендным бизнесом непосредственно у входа/выхода из метро «Ленинский проспект». Прекрасные видовые характеристики. Реклама на фасаде. Сверхинтенсивный пешеходный трафик (пассажиропоток станции - 72000 человек/сутки).Отдельный вход в помещение виден из метро (+2 входа в помещение со стороны ТТК). В 2015г. выполнена полная реконструкция помещения, с заменой всех инженерных коммуникаций. Функциональная планировка. Потолки 5,4 метра. Арендатор - сеть супермаркетов ""ВкусВилл"". Бессрочный договор аренды с 2015г. МАП с 10.2018г. - 777.000 руб. (УСН).Помещение в собственности юридического лица. УСН. Документы готовы к сделке. Рассмотрим ваше ценовое предложение.",848 765,129.60 м2,Закрытая продажа,,1,1953,ЮАО,помещение,1 мин.,770 000 руб.
1094,"Продажа помещения 650 кв.м. ЦАО пер. Денисовский, 13с1","Предлагается банковский особняк. 5 мин от станции метро Бауманская. Удобные выезды на Спартаковскую ул., набережную реки Яуза, третье транспортное кольцо. Земельный участок в аренде. Планировка кабинетная, четыре уровня.",230 769,650.00 м2,Продажа,Бауманская,1,,ЦАО,помещение,,
1095,"Продажа здания 2073 кв.м. ЦАО ул. Бахрушина, 24С1","Продаётся особняк  им. П.А. Бачуриной - И.Е. Смирнова (1867 г.п.), в центре Москвы, площадью 2073,8 м2. Объект недвижимости состоит из трех отдельных зданий: 1345,2 м2, 524,8 м2, 203,8 м2.. Шикарный особняк с индивидуальным проектом, потолки с лепниной и росписью, мраморные лестницы. Здание является памятником истории и культуры. Имеется несколько жилых комнат с индивидуальными ванными комнатами. Бронированные стекло-пакеты. Здание является памятником истории и культуры. Территория огорожена, её площадь 3400 м2.. Земля в аренде до 2025года. Особняк находится под охраной и имеет возможность расположить до 20 автомобилей.Торг! Гибкая система оплаты, возможна продажа частями!",361 795,2073.00 м2,Продажа,Павелецкая,1,до 1917,ЦАО,здание,3 мин.,
1096,Закрытая продажа помещения 1158 кв.м ЦАО,"Актуальная информация. Прямая продажа от собственника: арендный бизнес - супермаркет Азбука Вкуса. Окупаемость 10 лет. Договор аренды действует с 2014 по 2025 год. Помещение в частной собственности физического лица, упрощенная система налогообложения. Площадь в 2-х уровнях. Детальная информация по запросу.",919 663,1158.00 м2,Закрытая продажа,,1,1990,ЦАО,помещение,,3 700 000 руб.
1097,Закрытая продажа здания 614 кв.м ЦАО,"Центр Москвы, Объект культурного наследия. ЗЕМЛЯ В СОБСТВЕННОСТИ 17 соток! Усадебный комплекс: главное 2х эт. здание площадью 395 кв. м. и 1-эт. 220 кв. м. Проведена полная реставрация здания 395 кв.м, все коммуникации новые. Установлена система вентиляции и кондиционирования.Здания являются памятниками архитектуры 19го века и объектами культурного наследия регионального значения. Одноэтажное здание находится на реконструкции. Огороженная территория, две калитки и два въезда на территорию через ворота. Проведена реставрация, все коммуникации новые. Установлена система приточно-вытяжной вентиляции и кондиционирования.Электрическая мощность:175кВтЗемельный участок общей площадью 1679 кв. м. в собственности.Наилучшее использование: семейный офис, дом приёмов, частная резиденция, ресторан, клуб, музей частных коллекций.",820 827,614.00 м2,Закрытая продажа,,,до 1917,ЦАО,здание,3 мин.,
1098,Закрытая продажа здания 4518 кв.м СВАО,"ЗАКРЫТАЯ ПРОДАЖА! Продается Гостиница (Отель) общей площадью 4518м2.Номерной фонд - 84 номера.9 этажное здание в собственности, земля 3745 м2 в аренде до 2051г.33 машина места, парковка оборудована системой автоматизации платной автомобильной парковки.Круглосуточная охрана, видеонаблюдение, пожарная сигнализация.Все коммуникации центральные, есть дополнительные бойлеры на период отключения ГВС.Ресторан - 45 мест,Конференц-зал - 50 мест.Тренажерный зал, финская сауна, хамам. Детальная информация по запросу, рассмотрим Ваше ценовое предложение.",127 500,4518.00 м2,Закрытая продажа,,,1976,СВАО,здание,,5 500 000 руб.
1099,Закрытая продажа помещения 752.80 кв.м ЦАО,"Помещение расположено в Таганском районе (Центральный Административный округ) в паре минут ходьбы от станций метро Таганская и Марксистская на первой фасадной линии улицы Таганская. Вдоль помещения сверхинтенсивные пешеходные и автомобильные потоки. Рядом сложившееся торговое окружение. Удобная транспортная доступность, недалеко от Садового кольца.",398 512,752.80 м2,Закрытая продажа,,1,до 1917,ЦАО,помещение,,
1100,"Продажа помещения 2701.50 кв.м. ЦАО ул. Пятницкая, 29",Арендный бизнес в престижном месте на Пятницкой - торговое помещение с сетевыми арендаторами. Частная собственность юридического лица. Детальная информация по телефону. Предложите свою цену.,499 722,2701.50 м2,Продажа,Новокузнецкая,1,до 1917,ЦАО,помещение,,
1101,"Продажа помещения 1676.09 кв.м. ЮАО ул. Автозаводская, 23","Коммерческие помещения в составе ЖК ЗИЛАРТ,  ДОУ2 (детский сад)",149 992,1676.09 м2,Продажа,Автозаводская,1,2018,ЮАО,помещение,10 мин.,
1102,Закрытая продажа помещения 239 кв.м СВАО,Продается торговое помещение площадью 239 кв.м. в жилом массиве в северо-восточной части города в 10 минутах пешком от метро ВДНХ. Помещение состоит из 1 -го этажа  193 кв.м. и подвала 47 кв.м. Потолки 3 метра и высокие витрины. 2 входа с фасада и один со двора. Дополнительный вход в подвал.Договор на 10 лет с банком УралСиб на сумму 311000 руб в месяц + 4% ежегодная индексация. НДС включен. Окупаемость объекта 13 лет.,230 126,239.00 м2,Закрытая продажа,,1,1958,СВАО,помещение,,311 000 руб.
1103,"Продажа помещения 556.20 кв.м. ЦАО ул. Грузинский Вал, 28/45","Местонахождение помещения характеризуется сверхинтенсивным пешеходным трафиком, обусловленным высоким пассажиропотоком Белорусского вокзала: 5 тыс. человек/час, а также интенсивным автомобильным потоком.Рядом с помещением – сложившееся торговое окружение: ресторан быстрого питания «Бургер Кинг», салоны связи «МТС», «Мегафон», «Связной», кафе «Paul», супермаркет «Перекресток», «Шоколадница» , «Кофе Хауз», ресторан «Ёлки-Палки», аптека «Ригла», обувной салон «Paolo Conte», аптека «Столички», банковские отделения, ювелирные магазины и многое другое.",1 477 886,556.20 м2,Продажа,Белорусская,1,1930,ЦАО,помещение,1 мин.,4 127 097 руб.
1104,"Продажа помещения 513.90 кв.м. ЦАО ул. Грузинский Вал, 28/45","Арендатор: Ресторан быстрого питания “Бургер Кинг”Местонахождение помещения характеризуется сверхинтенсивным пешеходным трафиком, обусловленным высоким пассажиропотоком Белорусского вокзала: 5 тыс. человек/час, а также интенсивным автомобильным потоком.Рядом с помещением – сложившееся торговое окружение: рестораны быстрого питания «KFC», салоны связи «Мегафон», «Связной», кафе «Paul», супермаркет «Перекресток», «Шоколадница» , «Кофе Хауз», ресторан «Ёлки-Палки», аптека «Ригла»,банковские отделения, ювелирные магазины и многое другое.",885 386,513.90 м2,Продажа,Белорусская,1,1930,ЦАО,помещение,1 мин.,2 250 000 руб.
1105,"Продажа здания 600 кв.м. ЦАО пер. Колпачный, 6с3","Продается особняк 600м2 переулок Колпачный 6с3 , в Басманном районе ЦАО Москвы. метро Китай-город -600м, метро Чистые пруды - 1км, метро Курская -1 км. 2-я линия домов улицы Покровка, вход в особняк с улицы Покровка, въезд - со стороны переулка Колпачный.Особняк  с подвалом и мансардой с дорогостоящим ремонтом. Полностью отреставрирован в соответствии с требованиями, оформлена вся необходимая документация. Особняк  является памятником архитектуры, ранее жилой дом 1748-1760 гг. с палатами XVII века (кн. Долгоруких).Флигель усадьбы князей ДолгорукихЗемля: пятно и прилегающий участок на 5-6 М/М в аренде на 49 лет.Собственник Физ. лицо. Сдано в аренду, МАП 1000000 рублей.Сделайте свое предложение по цене.",366 666,600.00 м2,Продажа,Китай-город,,до 1917,ЦАО,здание,10 мин.,1 000 000 руб.
1106,Закрытая продажа помещения 143.50 кв.м ЦАО,"Продажа  помещения 143,5м2 на Воротниковском переулке д. 11 в Тверском районе ЦАО Москвы. метро Маяковская 350м,  50метров до Садового кольца, 300м до улицы Тверская. Активный деловой район: в соседних зданиях Министерство жилищно-коммунального хозяйства Московской области, Министерство сельского хозяйства и продовольствия Московской области, Приемная Правительства МО и т.п. Помещение на первом этаже с отдельным входом с Воротниковского переулка, высокие потолки, электричество 40 Квт.,  сделан качественный ремонт. В помещении работает уютный и симпатичный ресторан.",557 491,143.50 м2,Закрытая продажа,,1,1917,ЦАО,помещение,6 мин.,400 000 руб.
1107,"Продажа здания 5090 кв.м. ВАО пер. Колодезный, 3стр.25","Продаётся Бизнес-центр  представляющий собой современный офисный комплекс, состоящий из нескольких небольших зданий высотой три-четыре этажа. . Реконструкции в 2005 году . Расположенный на огороженной территории,Характеристика бизнес- центраБизнес-центр состоит из двух корпусов объединенных в единое пространствоОбщая площадь бизнес-центра составляет  5090,9 м2Помещения оснащены современными телекоммуникационными системами, в том числе интернетом.Присутствует коммерческий операторы связи РМ Телеком.Произведен ремонт по классу ВПомещения оснащены приточно-вытяжной вентиляциейКондиционирование в части помещенийПарковка на 54 машиноместа,Электроэнергия – Ру 1160 кВтЕдиновременная мощность — Ре — 620 кВтДоговор на теплоснабжение, суммарная договорная нагрузка на пользователей тепловой энергии- 1,5 Гкал/часДоговор на водоснабжениеДоговор на обслуживание систем канализацииДоговор на вывоз бытовых отходовОхрана, видеонаблюдениеСтоловая для арендаторовЗемля 0,6 га в аренде до 2031г.  Характеристика строения 25:Общая площадь стр. 25 составляет 5 0321,7 м2:Прилегающая территория (парковка)  в аренде до 2031 годаЗемля в аренде до 2031 года        Характеристика строения 30:Одноэтажное здание, трансформаторная подстанция.Общая площадь стр. 30 составляет 58,2 м2 Схема сделки;Продажа юр.лица",88 409,5090.00 м2,Продажа,Преображенская площадь,1,2005,ВАО,здание,10 мин.,6 780 000 руб.
1108,"Продажа помещения 124 кв.м. ЗАО ул. Гвардейская, 17к1","В продаже помещение с витринными окнами и зальной планировкой. Первая линия, вход с улицы Гвардейская и со двора. Высокий пешеходный трафик. Рядом располагаются супермаркет Дикси, салон красоты, аптека, стоматология, центр госуслуг района Кунцево и Можайский, а также станция электрички Рабочий поселок. Свабодная парковка перед входом и во дворе. В течении последних лет помещение сдается в аренду под магазин одежды.",200 000,124.00 м2,Продажа,Кунцевская,1,до 1917,ЗАО,помещение,10 мин.,
1109,"Продажа здания 2183.50 кв.м. ЦАО ул. Бакунинская, 72","1-я линия домов, два отдельно стоящих здания, возможность размещения рекламы, все центральные коммуникации, эл. мощность – 200 кВт.Здания расположены поблизости от станции метро Бауманская и от остановок наземного пассажирского транспорта, в зоне высокого пешеходного и автомобильного трафика, в густонаселенном жилом районе.Состоит из двух зданий. Основной корпус площадью 1850 кв.м из двух этажей, без подвала. Возможна надстройка и увеличение площади за счет присоединения чердака. Стены – красный клейменный кирпич, сводчатые потолки, стрельчатые окна, высота потолков 4 м. Текущее использование – офисы.Второе строение – одноэтажное, с подвалом, эксплуатируется как офисно-складское. Комплекс расположен на земельном участке 0.22 Га (ДДА). Подключен к городским сетям, мощность эл-ва – 250 кВт. Самая низкая стоимость за кв.м в Москве – менее 100 тысяч рублей за кв.м.",54 958,2183.50 м2,Продажа,Бауманская,1,1917,ЦАО,здание,10 мин.,
1110,"Продажа помещения 175 кв.м. ЗАО ул. Удальцова, 23","Первый этаж жилого дома в 2-х минутах ходьбы от станции метро Проспект Вернадского. Блок в 2-х уровнях. 2 отдельных входа, парковка на территории жилого комплекса. Помещение в аренде у стоматологической клиники.",382 857,175.00 м2,Продажа,Проспект Вернадского,1,,ЗАО,помещение,,
1111,Закрытая продажа помещения 1270 кв.м ЮВАО,"Продаётся отдельно стоящее помещение в прямой видимости от метро Марьино. Первая линия большого жилого массива. Все площади заняты,  МАП 1500000 с ежегодной индексацией.На цокольном этаже располагается фитнес центр, сделан отдельный вход. Заключены длительные договора аренды с Пятёрочкой, Аптекой Горздрав и сетевым фитнесс центром.",118 110,1270.00 м2,Закрытая продажа,,1,1985,ЮВАО,помещение,3 мин.,
1112,"Продажа здания 459.60 кв.м. ЦАО ул. Трубная, 29с2","Продажа здания 459,6 м2 ул. Трубная 29. Мещанский район ЦАО Москвы. метро Цветной бульвар - 650м, метро Трубная - 700м.  Рядом многофункциональный комплекс ""Легенды цветного"",  офисные особняки  по улице Трубная и Цветному бульвару Здание после полного капитально ремонта с качественной отделкой и эксплуатируемой кровлей. Есть все коммуникации: горячая и холодная вода, канализация, центральное отопление, тепловая завеса при входе, система приточно-вытяжной вентиляции, система кондиционирования, сигнализация, видеонаблюдение, система пожаротушения, интернет–оптоволокно, телефон. на 1м этаже площадью 144м2 расположен  холл 28м2 с высотой потолков 5,25м , два зала 44м и 46 м с высотой потолков 3,7м; санузлы, запасной выход. на 2 этаже  -  холл 28м2, кабинеты от 19 до 10м2 с высотой потолков 3,45м; санузлы, из кабинетов есть выходы на балкон. На 3-м этаже расположен санузел и выход на эксплуатируемую кровлю. в цоколе - щитовая, серверная, помещения с окнами и высотой потолков 2,7м. Земельный участок под зданием 194м2 в аренде на 49 лет,  собственная парковка на 3 автомобиля, стихийная парковка вокруг здания.",900 000,459.60 м2,Продажа,Цветной бульвар,1,до 1917,ЦАО,здание,7 мин.,
1113,"Продажа помещения 245 кв.м. ЮЗАО ул. Профсоюзная, 7/12","Площадь – 245,1 кв.м в т.ч.: 1-й этаж – 184,5 кв.м; 2-й этаж – 60,6 кв.м.1-й и 2-й этажи жилого дома, витринное остекление, 2 отдельных входа, эл. мощность – 100 кВт, МГТС, Интернет, возможность размещения рекламы на фасаде здания, парковка перед фасадом.В данный момент 2-й этаж сдан в аренду под салон красоты за 150 000 руб. в месяц(60м2), коммунальные услуги арендатор оплачивает дополнительно.Помещение расположено между станциями метро Академическая (3 мин. пешком) и Профсоюзная (7-9 мин. пешком), вблизи с остановками наземного пассажирского транспорта, в зоне высокого пешеходного и автомобильного трафика, в густонаселённом жилом районе.Стоимость продажи – 133 000 000 рублей, при продаже юридического лица возможна рассрочка (по ДКП с городом Москвой) на сумму 21 884 000 руб. до 02.12.2019 года.",530 612,245.00 м2,Продажа,Академическая,1,1955,ЮЗАО,помещение,5 мин.,150 000 руб.
1114,Закрытая продажа помещения 303.50 кв.м ВАО,"Продажа Помещения 303,5 м2 Бульвар Маршала Рокоссовского, 30 район Богородское, ВАО г. Москва. Метро Бульвар Рокоссовского- 13мин, 1,5 км. Станция МЦК Бульвар Рокоссовского 1,3 км, 15 мин. ТЦ Славич; парк Сокольники. Большой жилой район. Помещение на  1 этаже, 2 отдельных входных группы с торца, 1 -  с фасада; 2- со двора. Помещение занимают арендаторы: FixPrice; Pilsbeerg craft bar- долгосрочные договоры до 2021г. МАП- 586000 рублей.",184 514,303.50 м2,Закрытая продажа,,1,1966,ВАО,помещение,12 мин.,536 000 руб.
1115,"Продажа помещения 175 кв.м. ЮАО ул. Ясеневая, 10к1","Торговое помещение с готовым арендным бизнесом, 1-ый этаж в пристройке жилого дома, отдельный вход с фасада, витринное остекление. Два сетевых арендатора: Доминос Пицца, 120 м2, арендный поток 300 000 руб. срок ДДА 7 лет. индексация 7%, Литра, 55м2, арнедный поток 210 000 руб. срок ДДА 5 лет. индексация 4%. Показ по требованию, рассмотрим ваше ценовое предложение.",325 714,175.00 м2,Продажа,Домодедовская,1,1977,ЮАО,помещение,,
1116,Закрытая продажа помещения 2375 кв.м ЦАО,"ЗАКРЫТАЯ ПРОДАЖА! Флагман Зары в России. Готовый арендный бизнес на Кузнецком Мосту. Здание расположено на фасаде одной из лучших торговых улиц Москвы, вблизи ЦУМа, Государственной Думы и Красной Площади. Подробнее по телефону.",757 895,2375.00 м2,Закрытая продажа,,1,до 1917,ЦАО,помещение,,8 750 000 руб.
1117,"Продажа помещения 2353 кв.м. ЮАО ш. Варшавское, 82","ОСЗ на первой линии. Площадь: 2 353.00 м2. В двух минутах от метро ""Варшавская"". Вся площадь сдана в аренду. Якорные арендаторы: мебельный сетевой магазин ""Кухни Мария"", общепит ""KFC"", банк ""Банк Москвы"", сетевой книжный магазин ""Читай Город"". Все остальные договоры - краткосрочные. Есть проект увеличения существующих площадей за счет строительства пристройки и реконструкции чердака. Земля в собственности (2204 м2). Высокий пешеходный и автомобильный трафик. Хороший рекламный потенциал. Детальная информация по запросу.",240 975,2353.00 м2,Продажа,Варшавская,1,1964,ЮАО,помещение,2 мин.,
1118,"Продажа здания 592 кв.м. ЦАО пер. Подкопаевский, 2/6с1","Продается особняк в центре Москвы на первой линии, с эксплуатируемым подвалом и мансардой. Это отдельно стоящее здание в 1 этаж.  Имеются  2 входные группы.Закрытая территория на 10 авто. Земельный участок в аренде. Сделайте своё предложение.",574 324,592.00 м2,Продажа,Китай-город,1,до 1917,ЦАО,здание,5 мин.,
1119,"Продажа помещения 247 кв.м. ЦАО ул. Большая Садовая, 5к1","Продажа помещения под ресторан/кафе/иное в ЖК Сады Пекина. Комплекс построен, собственность оформлена. Корпус 1, этаж 1; отличная 2-я линия; своя тех зона 6м2 на крыше; нежилое здание гостиничного типа (не распространяется Закон о тишине) ; витражное остекление: 2 входа, 4 больших окна; места под вывески, без отделки. Помещение (на схеме красным цветом). Выходит на тротуар, расширенный под размещение летней веранды. Есть технологический проект ресторана полного цикла с мангалом. Электроснабжение до 150 кВт, автономные вытяжка, кондиционирование, отопление. ЖК Сады Пекина - это 330 апартаментов, более 20 магазинов и кафе, вокруг престижная густонаселенная офисно-жилая зона с наиболее высокими в Москве показателями дохода на человека, очень высоким трафиком, легендарная гостиница Пекин, которая защищает квартал от шума и пыли Садового кольца. Расположено в благоустроенной пешеходно-торговой галерее, закрытую для сквозного проезда автотранспорта. На всех улицах имеются зоны городской парковки, под кварталом расположен платный подземный паркинг, до метро Маяковская пешком 3 минуты, до Кремля на транспорте 10 минут.",562 753,247.00 м2,Продажа,Маяковская,1,до 1917,ЦАО,помещение,3 мин.,750 000 руб.
1120,"Продажа помещения 318 кв.м. ЮАО ул. Нагатинская, 16","Продается торговая площадь 318 кв.м, м. Нагатинская, Коломенская. Помещение находится на в крупном торгово-офисно-развлекательного комплексе, 1 этаж, первая линия домов, отдельный вход с улицы и из галереи ТЦ. Стеклянные двери, панорамные окна. Вход с улицы граничит со Сбербанком, высокий трафик и удобная транспортная доступность, назначение помещения свободное. Предусмотрена отдельная от ТЦ вытяжка и линия канализации, свободный режим работы в ТЦ.Остановки общественного транспорта, пешая доступность с трех направлений, большая наземная и подземная парковки.",122 642,318.00 м2,Продажа,Нагатинская,1,2005,ЮАО,помещение,5 мин.,
1121,"Продажа помещения 128.60 кв.м. ЦАО пер. Большой Козловский, 11с1","помещение свободного назначения 129 кв. м в Большом Козловском переулке. Здание находится в ЦАО г. Москвы, в трех минутах ходьбы от станции метро Красные ворота.Хорошая транспортная доступность обеспечивается за счет близости Садового кольца и Мясницкой улицы. Помещение на первом этаже жилого дома. Два отдельных входа. Высота потолков 3 м. Электроснабжение - 15 кВт, вентиляция, кондиционирование, горячие и холодное водоснабжение, канализация.",349 922,128.60 м2,Продажа,Красные ворота,1,1927,ЦАО,помещение,,
1122,"Продажа здания 374.40 кв.м. ЦАО ул. Малая Ордынка, 14С1","Предлагается к продаже уникальный объект в самом центре Москвы, в пешей доступности станции метро Третьяковская. Отдельно стоящее одноэтажное здание с выразительной архитектурой в европейском стиле на собственной огороженной территории. Земельный участок площадью 0,102 Га.- в СОБСТВЕННОСТИ.Первая линия домов Малой Ордынки. Культурно значимый район, изобилующий туристическими достопримечательности в сочетании с тихим центром.Внутри здание реконструировано под шоу-рум, евент-студию. Два больших зала, просторное центральное фойе, подсобные помещения. Все инженерные коммуникации новые, есть вентиляция и кондиционирование. Удобная транспортная доступность – рядом Садовое кольцо и основные магистрали.Здание не является памятником архитектуры, на участке возможно новое строительство. Имеется градостроительный план земельного участка (ГПЗУ), предусматривающий строительство здания площадью 2746 кв.м, включая подземную часть с паркингом на 28 автомобилей. Прямая продажа от собственника.",1 081 731,374.40 м2,Продажа,Третьяковская,1,2012,ЦАО,здание,5 мин.,
1123,"Продажа помещения 1735 кв.м. ВАО ул. Чусовская, 13","Продается форматное торговое помещение на первой линии Чусовской улицы, 6 минут от станции метро Щелковская. Общая площадь 1735 м2. 1 этаж + подвал. Площадь торгового зала 680 м2. Помещение встроено-пристроенное и является бывшим советским универсамом, 4 входа, зона разгрузки/погрузки, имеет витринные окна, паркинг перед помещением на 30 машиномест, два грузовых лифта. Показ по требованию.",247 839,1735.00 м2,Продажа,Щелковская,1,1966,ВАО,помещение,,
1124,"Продажа помещения 238 кв.м. ЦАО ул. Брестская 2-я, 39с2","Предлагаем на продажу помещение в трех минутах ходьбы от метро Белорусская Площадь 237,7 кв.м : 1 этаж 90,19 кв.м. , цокольныйэтаж с окнами 147,55 кв.м, Планировка свободная, качественный ремонт. Высота потолков на 1 этаже 3,3 м, на цокольном 2,9 м. Большие витрины. Электрическая мощность 50 кВт. Помещение с арендатором, на данный момент занимает Ирландский Паб. Срок аренды 5 лет, с ежегодной индексацией 7%. Два отдельных входа ( со 2-й Брестской ул. и со двора). Интенсивный автомобильный (до 900 авто/час)и пешеходный (до 2 000 чел./час) трафик. В непосредственной близости от ж/д вокзала.",1 088 235,238.00 м2,Продажа,Белорусская,1,до 1917,ЦАО,помещение,3 мин.,1 000 000 руб.
1125,"Продажа здания 3639.30 кв.м. СВАО ш. Ярославское, 137",Перспективный арендный бизнес. В стадии наполнения арендаторами. Якорный арендатор : Пятерочка. Детальная информация по телефону. Предложите свою цену.,93 425,3639.30 м2,Продажа,Бабушкинская,1,2016,СВАО,здание,,
1126,"Продажа помещения 3500 кв.м. ЗАО пр-кт Мичуринский, 31к7","Новое здание, высокое качество строительных работ, современная инженерия! Предлагаем площади на 1, 2,3 этажах, возможен отд вх с улицы, высокие потолки, панорамное остекление, эксплуатируемая кровля (теннисный корт, зона отдыха, кафе), доступ 24 ч.",250 000,3500.00 м2,Продажа,Юго-Западная,1,2014,ЗАО,помещение,30 мин.,
1127,"Продажа помещения 656 кв.м. СВАО ш. Дмитровское, 62С5","Продажа стрит-ритейла площадью 656 м2 в Торговой галереи КОЛИЗЕЙ на 1-ой линии Дмитровского шоссе в 50м от метро Верхние Лихоборы (открытие в 2017 году). Гарантированный рост стоимости недвижимости на момент открытие метро более 30%. Успейте инвестировать и заработать!!! Торговая галерея представляет собой 10 магазинов общей площадью 1000 м2. С якорным арендатором супермаркетом. На территории галереи обустроена парковочная зона для посетителей галереи. Месторасположение галереи гарантирует высокий поток посетителей как в будние, так и в выходные дни благодаря высокому трафику Дмитровского шоссе (80 000 автомобилей в сутки), пассажиропотоку метро (70 тысяч человек в сутки) и обширному жилому массиву в пешей доступности",291 816,656.00 м2,Продажа,Владыкино,1,2016,СВАО,помещение,,
